state,sa4_code,Age,Sex,Indig,Educ,unemployed,employed,total
NSW,18,30-34 years,Male,Non-Indigenous,Degree = No,143,4062,4205
NSW,18,30-34 years,Male,Non-Indigenous,Degree = Yes,137,6227,6364
NSW,18,30-34 years,Male,Not stated,Degree = No,0,7,7
NSW,18,30-34 years,Male,Not stated,Degree = Yes,0,11,11
NSW,18,30-34 years,Male,Yes Indigenous,Degree = No,5,43,48
NSW,18,30-34 years,Male,Yes Indigenous,Degree = Yes,0,10,10
NSW,18,35-39 years,Fema,Non-Indigenous,Degree = No,96,2509,2605
NSW,18,35-39 years,Fema,Non-Indigenous,Degree = Yes,157,5868,6025
NSW,18,35-39 years,Fema,Not stated,Degree = Yes,0,19,19
NSW,18,35-39 years,Fema,Yes Indigenous,Degree = No,0,25,25
NSW,18,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,9,9
NSW,18,35-39 years,Male,Non-Indigenous,Degree = No,100,3505,3605
NSW,18,35-39 years,Male,Non-Indigenous,Degree = Yes,127,5496,5623
NSW,18,35-39 years,Male,Not stated,Degree = No,0,6,6
NSW,18,35-39 years,Male,Not stated,Degree = Yes,0,10,10
NSW,18,35-39 years,Male,Yes Indigenous,Degree = No,0,16,16
NSW,18,35-39 years,Male,Yes Indigenous,Degree = Yes,0,9,9
NSW,18,40-44 years,Fema,Non-Indigenous,Degree = No,151,2570,2721
NSW,18,40-44 years,Fema,Non-Indigenous,Degree = Yes,157,4590,4747
NSW,18,40-44 years,Fema,Not stated,Degree = No,0,3,3
NSW,18,40-44 years,Fema,Not stated,Degree = Yes,0,8,8
NSW,18,40-44 years,Fema,Yes Indigenous,Degree = No,0,36,36
NSW,18,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
NSW,18,40-44 years,Male,Non-Indigenous,Degree = No,109,3253,3362
NSW,18,40-44 years,Male,Non-Indigenous,Degree = Yes,120,4537,4657
NSW,18,40-44 years,Male,Not stated,Degree = No,0,7,7
NSW,18,40-44 years,Male,Not stated,Degree = Yes,0,11,11
NSW,18,40-44 years,Male,Yes Indigenous,Degree = No,0,36,36
NSW,18,40-44 years,Male,Yes Indigenous,Degree = Yes,0,20,20
NSW,18,45-49 years,Fema,Non-Indigenous,Degree = No,110,2751,2861
NSW,18,45-49 years,Fema,Non-Indigenous,Degree = Yes,119,3755,3874
NSW,18,45-49 years,Fema,Not stated,Degree = No,0,8,8
NSW,18,45-49 years,Fema,Not stated,Degree = Yes,0,4,4
NSW,18,45-49 years,Fema,Yes Indigenous,Degree = No,3,22,25
NSW,18,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,16,16
NSW,18,45-49 years,Male,Non-Indigenous,Degree = No,138,2998,3136
NSW,18,45-49 years,Male,Non-Indigenous,Degree = Yes,128,3737,3865
NSW,18,45-49 years,Male,Not stated,Degree = No,0,3,3
NSW,18,45-49 years,Male,Not stated,Degree = Yes,0,6,6
NSW,18,45-49 years,Male,Yes Indigenous,Degree = No,6,31,37
NSW,18,45-49 years,Male,Yes Indigenous,Degree = Yes,0,4,4
NSW,18,50-54 years,Fema,Non-Indigenous,Degree = No,117,2660,2777
NSW,18,50-54 years,Fema,Non-Indigenous,Degree = Yes,112,2814,2926
NSW,18,50-54 years,Fema,Not stated,Degree = No,0,7,7
NSW,18,50-54 years,Fema,Not stated,Degree = Yes,0,7,7
NSW,18,50-54 years,Fema,Yes Indigenous,Degree = No,0,14,14
NSW,18,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,11,11
NSW,18,50-54 years,Male,Non-Indigenous,Degree = No,120,2912,3032
NSW,18,50-54 years,Male,Non-Indigenous,Degree = Yes,84,3060,3144
NSW,18,50-54 years,Male,Not stated,Degree = No,0,14,14
NSW,18,50-54 years,Male,Not stated,Degree = Yes,0,8,8
NSW,18,50-54 years,Male,Yes Indigenous,Degree = No,0,25,25
NSW,18,50-54 years,Male,Yes Indigenous,Degree = Yes,0,9,9
NSW,18,55-59 years,Fema,Non-Indigenous,Degree = No,102,2288,2390
NSW,18,55-59 years,Fema,Non-Indigenous,Degree = Yes,73,2194,2267
NSW,18,55-59 years,Fema,Not stated,Degree = No,0,7,7
NSW,18,55-59 years,Fema,Yes Indigenous,Degree = No,0,17,17
NSW,18,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,5,5
NSW,18,55-59 years,Male,Non-Indigenous,Degree = No,97,2379,2476
NSW,18,55-59 years,Male,Non-Indigenous,Degree = Yes,101,2326,2427
NSW,18,55-59 years,Male,Not stated,Degree = No,0,13,13
NSW,18,55-59 years,Male,Not stated,Degree = Yes,0,4,4
NSW,18,55-59 years,Male,Yes Indigenous,Degree = No,0,17,17
NSW,18,55-59 years,Male,Yes Indigenous,Degree = Yes,0,5,5
NSW,18,60-64 years,Fema,Non-Indigenous,Degree = No,67,1644,1711
NSW,18,60-64 years,Fema,Non-Indigenous,Degree = Yes,45,1391,1436
NSW,18,60-64 years,Fema,Not stated,Degree = No,0,6,6
NSW,18,60-64 years,Fema,Not stated,Degree = Yes,0,4,4
NSW,18,60-64 years,Fema,Yes Indigenous,Degree = No,0,3,3
NSW,18,60-64 years,Male,Non-Indigenous,Degree = No,100,1679,1779
NSW,18,60-64 years,Male,Non-Indigenous,Degree = Yes,68,1676,1744
NSW,18,60-64 years,Male,Not stated,Degree = No,0,4,4
NSW,18,60-64 years,Male,Not stated,Degree = Yes,0,5,5
NSW,18,60-64 years,Male,Yes Indigenous,Degree = No,0,6,6
NSW,19,25-29 years,Fema,Non-Indigenous,Degree = No,586,6508,7094
NSW,19,25-29 years,Fema,Non-Indigenous,Degree = Yes,695,8605,9300
NSW,19,25-29 years,Fema,Not stated,Degree = No,0,31,31
NSW,19,25-29 years,Fema,Not stated,Degree = Yes,0,26,26
NSW,19,25-29 years,Fema,Yes Indigenous,Degree = No,14,67,81
NSW,19,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,23,23
NSW,19,25-29 years,Male,Non-Indigenous,Degree = No,913,10021,10934
NSW,19,25-29 years,Male,Non-Indigenous,Degree = Yes,564,7654,8218
NSW,19,25-29 years,Male,Not stated,Degree = No,0,43,43
NSW,19,25-29 years,Male,Not stated,Degree = Yes,0,14,14
NSW,19,25-29 years,Male,Yes Indigenous,Degree = No,4,91,95
NSW,19,25-29 years,Male,Yes Indigenous,Degree = Yes,0,13,13
NSW,19,30-34 years,Fema,Non-Indigenous,Degree = No,491,6258,6749
NSW,19,30-34 years,Fema,Non-Indigenous,Degree = Yes,436,7977,8413
NSW,19,30-34 years,Fema,Not stated,Degree = No,0,17,17
NSW,19,30-34 years,Fema,Not stated,Degree = Yes,0,18,18
NSW,19,30-34 years,Fema,Yes Indigenous,Degree = No,5,49,54
NSW,19,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,22,22
NSW,19,30-34 years,Male,Non-Indigenous,Degree = No,722,10081,10803
NSW,19,30-34 years,Male,Non-Indigenous,Degree = Yes,394,8376,8770
NSW,19,30-34 years,Male,Not stated,Degree = No,0,31,31
NSW,19,30-34 years,Male,Not stated,Degree = Yes,0,5,5
NSW,19,30-34 years,Male,Yes Indigenous,Degree = No,4,32,36
NSW,19,30-34 years,Male,Yes Indigenous,Degree = Yes,0,19,19
NSW,19,35-39 years,Fema,Non-Indigenous,Degree = No,483,6227,6710
NSW,19,35-39 years,Fema,Non-Indigenous,Degree = Yes,265,6063,6328
NSW,19,35-39 years,Fema,Not stated,Degree = No,3,31,34
NSW,19,35-39 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,19,35-39 years,Fema,Yes Indigenous,Degree = No,3,36,39
NSW,19,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
NSW,19,35-39 years,Male,Non-Indigenous,Degree = No,558,9353,9911
NSW,19,35-39 years,Male,Non-Indigenous,Degree = Yes,228,6872,7100
NSW,19,35-39 years,Male,Not stated,Degree = No,0,34,34
NSW,19,35-39 years,Male,Not stated,Degree = Yes,0,6,6
NSW,19,35-39 years,Male,Yes Indigenous,Degree = No,0,37,37
NSW,19,35-39 years,Male,Yes Indigenous,Degree = Yes,0,10,10
NSW,19,40-44 years,Fema,Non-Indigenous,Degree = No,595,7566,8161
NSW,19,40-44 years,Fema,Non-Indigenous,Degree = Yes,231,4769,5000
NSW,19,40-44 years,Fema,Not stated,Degree = No,0,30,30
NSW,19,40-44 years,Fema,Not stated,Degree = Yes,0,10,10
NSW,19,40-44 years,Fema,Yes Indigenous,Degree = No,6,67,73
NSW,19,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,17,17
NSW,19,40-44 years,Male,Non-Indigenous,Degree = No,531,9704,10235
NSW,19,40-44 years,Male,Non-Indigenous,Degree = Yes,218,4854,5072
NSW,19,40-44 years,Male,Not stated,Degree = No,4,31,35
NSW,19,40-44 years,Male,Not stated,Degree = Yes,0,17,17
NSW,19,40-44 years,Male,Yes Indigenous,Degree = No,0,50,50
NSW,19,40-44 years,Male,Yes Indigenous,Degree = Yes,0,18,18
NSW,19,45-49 years,Fema,Non-Indigenous,Degree = No,675,8125,8800
NSW,19,45-49 years,Fema,Non-Indigenous,Degree = Yes,155,3820,3975
NSW,19,45-49 years,Fema,Not stated,Degree = No,0,34,34
NSW,19,45-49 years,Fema,Not stated,Degree = Yes,0,4,4
NSW,19,45-49 years,Fema,Yes Indigenous,Degree = No,6,69,75
NSW,19,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,15,15
NSW,19,45-49 years,Male,Non-Indigenous,Degree = No,528,9807,10335
NSW,19,45-49 years,Male,Non-Indigenous,Degree = Yes,189,3799,3988
NSW,19,45-49 years,Male,Not stated,Degree = No,0,38,38
NSW,19,45-49 years,Male,Not stated,Degree = Yes,0,3,3
NSW,19,45-49 years,Male,Yes Indigenous,Degree = No,6,56,62
NSW,19,45-49 years,Male,Yes Indigenous,Degree = Yes,0,8,8
NSW,19,50-54 years,Fema,Non-Indigenous,Degree = No,609,8159,8768
NSW,19,50-54 years,Fema,Non-Indigenous,Degree = Yes,125,3036,3161
NSW,19,50-54 years,Fema,Not stated,Degree = No,0,9,9
NSW,19,50-54 years,Fema,Not stated,Degree = Yes,0,7,7
NSW,19,50-54 years,Fema,Yes Indigenous,Degree = No,4,38,42
NSW,19,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
NSW,19,50-54 years,Male,Non-Indigenous,Degree = No,529,9678,10207
NSW,19,50-54 years,Male,Non-Indigenous,Degree = Yes,184,3372,3556
NSW,19,50-54 years,Male,Not stated,Degree = No,3,44,47
NSW,19,50-54 years,Male,Not stated,Degree = Yes,0,8,8
NSW,19,50-54 years,Male,Yes Indigenous,Degree = No,0,44,44
NSW,19,50-54 years,Male,Yes Indigenous,Degree = Yes,0,6,6
NSW,19,55-59 years,Fema,Non-Indigenous,Degree = No,567,6724,7291
NSW,19,55-59 years,Fema,Non-Indigenous,Degree = Yes,105,2157,2262
NSW,19,55-59 years,Fema,Not stated,Degree = No,0,26,26
NSW,19,55-59 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,19,55-59 years,Fema,Yes Indigenous,Degree = No,0,50,50
NSW,19,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,9,9
NSW,19,55-59 years,Male,Non-Indigenous,Degree = No,535,8353,8888
NSW,19,55-59 years,Male,Non-Indigenous,Degree = Yes,163,2692,2855
NSW,19,55-59 years,Male,Not stated,Degree = No,0,52,52
NSW,19,55-59 years,Male,Not stated,Degree = Yes,0,3,3
NSW,19,55-59 years,Male,Yes Indigenous,Degree = No,5,36,41
NSW,19,55-59 years,Male,Yes Indigenous,Degree = Yes,0,14,14
NSW,19,60-64 years,Fema,Non-Indigenous,Degree = No,347,4142,4489
NSW,19,60-64 years,Fema,Non-Indigenous,Degree = Yes,58,1211,1269
NSW,19,60-64 years,Fema,Not stated,Degree = No,0,24,24
NSW,19,60-64 years,Fema,Not stated,Degree = Yes,0,6,6
NSW,19,60-64 years,Fema,Yes Indigenous,Degree = No,0,29,29
NSW,19,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
NSW,19,60-64 years,Male,Non-Indigenous,Degree = No,437,5538,5975
NSW,19,60-64 years,Male,Non-Indigenous,Degree = Yes,132,1532,1664
NSW,19,60-64 years,Male,Not stated,Degree = No,5,24,29
NSW,19,60-64 years,Male,Not stated,Degree = Yes,0,10,10
NSW,19,60-64 years,Male,Yes Indigenous,Degree = No,0,24,24
NSW,19,60-64 years,Male,Yes Indigenous,Degree = Yes,0,7,7
NSW,20,25-29 years,Fema,Non-Indigenous,Degree = No,230,3293,3523
NSW,20,25-29 years,Fema,Non-Indigenous,Degree = Yes,434,7079,7513
NSW,20,25-29 years,Fema,Not stated,Degree = No,0,3,3
NSW,20,25-29 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,20,25-29 years,Fema,Yes Indigenous,Degree = No,3,32,35
NSW,20,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,19,19
NSW,20,25-29 years,Male,Non-Indigenous,Degree = No,387,4674,5061
NSW,20,25-29 years,Male,Non-Indigenous,Degree = Yes,372,6037,6409
NSW,20,25-29 years,Male,Not stated,Degree = No,0,9,9
NSW,20,25-29 years,Male,Not stated,Degree = Yes,0,3,3
NSW,20,25-29 years,Male,Yes Indigenous,Degree = No,0,34,34
NSW,20,25-29 years,Male,Yes Indigenous,Degree = Yes,0,12,12
NSW,20,30-34 years,Fema,Non-Indigenous,Degree = No,176,3042,3218
NSW,20,30-34 years,Fema,Non-Indigenous,Degree = Yes,332,7129,7461
NSW,20,30-34 years,Fema,Not stated,Degree = No,0,10,10
NSW,20,30-34 years,Fema,Not stated,Degree = Yes,0,16,16
NSW,20,30-34 years,Fema,Yes Indigenous,Degree = No,3,30,33
NSW,20,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,16,16
NSW,20,30-34 years,Male,Non-Indigenous,Degree = No,231,4633,4864
NSW,20,30-34 years,Male,Non-Indigenous,Degree = Yes,181,6721,6902
NSW,20,30-34 years,Male,Not stated,Degree = No,0,13,13
NSW,20,30-34 years,Male,Not stated,Degree = Yes,0,5,5
NSW,20,30-34 years,Male,Yes Indigenous,Degree = No,0,22,22
NSW,20,30-34 years,Male,Yes Indigenous,Degree = Yes,0,15,15
NSW,20,35-39 years,Fema,Non-Indigenous,Degree = No,130,2728,2858
NSW,20,35-39 years,Fema,Non-Indigenous,Degree = Yes,240,5782,6022
NSW,20,35-39 years,Fema,Not stated,Degree = No,0,7,7
NSW,20,35-39 years,Fema,Not stated,Degree = Yes,0,13,13
NSW,20,35-39 years,Fema,Yes Indigenous,Degree = No,0,26,26
NSW,20,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,6,6
NSW,20,35-39 years,Male,Non-Indigenous,Degree = No,159,3985,4144
NSW,20,35-39 years,Male,Non-Indigenous,Degree = Yes,147,5695,5842
NSW,20,35-39 years,Male,Not stated,Degree = No,0,15,15
NSW,20,35-39 years,Male,Not stated,Degree = Yes,0,4,4
NSW,20,35-39 years,Male,Yes Indigenous,Degree = No,3,14,17
NSW,20,35-39 years,Male,Yes Indigenous,Degree = Yes,0,13,13
NSW,20,40-44 years,Fema,Non-Indigenous,Degree = No,182,3243,3425
NSW,20,40-44 years,Fema,Non-Indigenous,Degree = Yes,175,5020,5195
NSW,20,40-44 years,Fema,Not stated,Degree = No,0,9,9
NSW,20,40-44 years,Fema,Not stated,Degree = Yes,0,9,9
NSW,20,40-44 years,Fema,Yes Indigenous,Degree = No,0,27,27
NSW,20,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,20,20
NSW,20,40-44 years,Male,Non-Indigenous,Degree = No,153,4077,4230
NSW,20,40-44 years,Male,Non-Indigenous,Degree = Yes,153,4613,4766
NSW,20,40-44 years,Male,Not stated,Degree = No,0,8,8
NSW,20,40-44 years,Male,Not stated,Degree = Yes,0,4,4
NSW,20,40-44 years,Male,Yes Indigenous,Degree = No,0,23,23
NSW,20,40-44 years,Male,Yes Indigenous,Degree = Yes,0,11,11
NSW,20,45-49 years,Fema,Non-Indigenous,Degree = No,222,3600,3822
NSW,20,45-49 years,Fema,Non-Indigenous,Degree = Yes,125,4061,4186
NSW,20,45-49 years,Fema,Not stated,Degree = No,0,10,10
NSW,20,45-49 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,20,45-49 years,Fema,Yes Indigenous,Degree = No,0,25,25
NSW,20,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,18,18
NSW,20,45-49 years,Male,Non-Indigenous,Degree = No,183,4002,4185
NSW,20,45-49 years,Male,Non-Indigenous,Degree = Yes,126,3614,3740
NSW,20,45-49 years,Male,Not stated,Degree = No,0,16,16
NSW,20,45-49 years,Male,Not stated,Degree = Yes,0,8,8
NSW,20,45-49 years,Male,Yes Indigenous,Degree = No,0,27,27
NSW,20,45-49 years,Male,Yes Indigenous,Degree = Yes,0,10,10
NSW,20,50-54 years,Fema,Non-Indigenous,Degree = No,231,3681,3912
NSW,20,50-54 years,Fema,Non-Indigenous,Degree = Yes,102,3338,3440
NSW,20,50-54 years,Fema,Not stated,Degree = No,0,20,20
NSW,20,50-54 years,Fema,Not stated,Degree = Yes,0,7,7
NSW,20,50-54 years,Fema,Yes Indigenous,Degree = No,0,27,27
NSW,20,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,13,13
NSW,20,50-54 years,Male,Non-Indigenous,Degree = No,198,3922,4120
NSW,20,50-54 years,Male,Non-Indigenous,Degree = Yes,123,3134,3257
NSW,20,50-54 years,Male,Not stated,Degree = No,0,21,21
NSW,20,50-54 years,Male,Not stated,Degree = Yes,0,4,4
NSW,20,50-54 years,Male,Yes Indigenous,Degree = No,0,16,16
NSW,20,50-54 years,Male,Yes Indigenous,Degree = Yes,0,7,7
NSW,20,55-59 years,Fema,Non-Indigenous,Degree = No,159,3052,3211
NSW,20,55-59 years,Fema,Non-Indigenous,Degree = Yes,81,2453,2534
NSW,20,55-59 years,Fema,Not stated,Degree = No,0,13,13
NSW,20,55-59 years,Fema,Not stated,Degree = Yes,0,14,14
NSW,20,55-59 years,Fema,Yes Indigenous,Degree = No,0,6,6
NSW,20,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,5,5
NSW,20,55-59 years,Male,Non-Indigenous,Degree = No,172,3204,3376
NSW,20,55-59 years,Male,Non-Indigenous,Degree = Yes,105,2484,2589
NSW,20,55-59 years,Male,Not stated,Degree = No,0,11,11
NSW,20,55-59 years,Male,Yes Indigenous,Degree = No,0,19,19
NSW,20,55-59 years,Male,Yes Indigenous,Degree = Yes,0,3,3
NSW,20,60-64 years,Fema,Non-Indigenous,Degree = No,103,2007,2110
NSW,20,60-64 years,Fema,Non-Indigenous,Degree = Yes,58,1538,1596
NSW,20,60-64 years,Fema,Not stated,Degree = No,0,7,7
NSW,20,60-64 years,Fema,Not stated,Degree = Yes,0,5,5
NSW,20,60-64 years,Fema,Yes Indigenous,Degree = No,0,9,9
NSW,20,60-64 years,Male,Non-Indigenous,Degree = No,152,2260,2412
NSW,20,60-64 years,Male,Non-Indigenous,Degree = Yes,85,1626,1711
NSW,20,60-64 years,Male,Not stated,Degree = No,0,7,7
NSW,20,60-64 years,Male,Not stated,Degree = Yes,0,5,5
NSW,20,60-64 years,Male,Yes Indigenous,Degree = No,0,3,3
NSW,20,60-64 years,Male,Yes Indigenous,Degree = Yes,0,5,5
NSW,21,25-29 years,Fema,Non-Indigenous,Degree = No,137,2968,3105
NSW,21,25-29 years,Fema,Non-Indigenous,Degree = Yes,335,7734,8069
NSW,21,25-29 years,Fema,Not stated,Degree = Yes,0,12,12
NSW,21,25-29 years,Fema,Yes Indigenous,Degree = No,0,17,17
NSW,21,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,18,18
NSW,21,25-29 years,Male,Non-Indigenous,Degree = No,203,3981,4184
NSW,21,25-29 years,Male,Non-Indigenous,Degree = Yes,224,6022,6246
NSW,21,25-29 years,Male,Not stated,Degree = No,0,6,6
NSW,21,25-29 years,Male,Not stated,Degree = Yes,0,3,3
NSW,21,25-29 years,Male,Yes Indigenous,Degree = No,0,16,16
NSW,21,25-29 years,Male,Yes Indigenous,Degree = Yes,0,19,19
NSW,21,30-34 years,Fema,Non-Indigenous,Degree = No,150,2965,3115
NSW,21,30-34 years,Fema,Non-Indigenous,Degree = Yes,340,9301,9641
NSW,21,30-34 years,Fema,Not stated,Degree = No,0,8,8
NSW,21,30-34 years,Fema,Not stated,Degree = Yes,0,9,9
NSW,21,30-34 years,Fema,Yes Indigenous,Degree = No,0,7,7
NSW,21,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,19,19
NSW,21,30-34 years,Male,Non-Indigenous,Degree = No,129,4280,4409
NSW,21,30-34 years,Male,Non-Indigenous,Degree = Yes,185,8478,8663
NSW,21,30-34 years,Male,Not stated,Degree = No,0,7,7
NSW,21,30-34 years,Male,Not stated,Degree = Yes,0,8,8
NSW,21,30-34 years,Male,Yes Indigenous,Degree = No,0,21,21
NSW,21,30-34 years,Male,Yes Indigenous,Degree = Yes,0,11,11
NSW,21,35-39 years,Fema,Non-Indigenous,Degree = No,174,3126,3300
NSW,21,35-39 years,Fema,Non-Indigenous,Degree = Yes,405,8819,9224
NSW,21,35-39 years,Fema,Not stated,Degree = No,0,4,4
NSW,21,35-39 years,Fema,Not stated,Degree = Yes,0,20,20
NSW,21,35-39 years,Fema,Yes Indigenous,Degree = No,0,19,19
NSW,21,35-39 years,Fema,Yes Indigenous,Degree = Yes,0,3,3
NSW,21,35-39 years,Male,Non-Indigenous,Degree = No,178,4197,4375
NSW,21,35-39 years,Male,Non-Indigenous,Degree = Yes,224,8966,9190
NSW,21,35-39 years,Male,Not stated,Degree = No,0,9,9
NSW,21,35-39 years,Male,Not stated,Degree = Yes,0,15,15
NSW,21,35-39 years,Male,Yes Indigenous,Degree = No,0,6,6
NSW,21,35-39 years,Male,Yes Indigenous,Degree = Yes,0,13,13
NSW,21,40-44 years,Fema,Non-Indigenous,Degree = No,182,3682,3864
NSW,21,40-44 years,Fema,Non-Indigenous,Degree = Yes,381,8294,8675
NSW,21,40-44 years,Fema,Not stated,Degree = No,0,9,9
NSW,21,40-44 years,Fema,Not stated,Degree = Yes,0,17,17
NSW,21,40-44 years,Fema,Yes Indigenous,Degree = No,0,3,3
NSW,21,40-44 years,Fema,Yes Indigenous,Degree = Yes,0,14,14
NSW,21,40-44 years,Male,Non-Indigenous,Degree = No,153,4505,4658
NSW,21,40-44 years,Male,Non-Indigenous,Degree = Yes,266,8504,8770
NSW,21,40-44 years,Male,Not stated,Degree = No,0,17,17
NSW,21,40-44 years,Male,Not stated,Degree = Yes,0,19,19
NSW,21,40-44 years,Male,Yes Indigenous,Degree = No,0,11,11
NSW,21,40-44 years,Male,Yes Indigenous,Degree = Yes,0,11,11
NSW,21,45-49 years,Fema,Non-Indigenous,Degree = No,193,4517,4710
NSW,21,45-49 years,Fema,Non-Indigenous,Degree = Yes,275,7171,7446
NSW,21,45-49 years,Fema,Not stated,Degree = No,0,3,3
NSW,21,45-49 years,Fema,Not stated,Degree = Yes,0,22,22
NSW,21,45-49 years,Fema,Yes Indigenous,Degree = No,0,8,8
NSW,21,45-49 years,Fema,Yes Indigenous,Degree = Yes,0,10,10
NSW,21,45-49 years,Male,Non-Indigenous,Degree = No,188,4590,4778
NSW,21,45-49 years,Male,Non-Indigenous,Degree = Yes,266,7555,7821
NSW,21,45-49 years,Male,Not stated,Degree = No,0,12,12
NSW,21,45-49 years,Male,Not stated,Degree = Yes,0,12,12
NSW,21,45-49 years,Male,Yes Indigenous,Degree = No,0,14,14
NSW,21,45-49 years,Male,Yes Indigenous,Degree = Yes,0,7,7
NSW,21,50-54 years,Fema,Non-Indigenous,Degree = No,198,4501,4699
NSW,21,50-54 years,Fema,Non-Indigenous,Degree = Yes,251,5865,6116
NSW,21,50-54 years,Fema,Not stated,Degree = No,0,20,20
NSW,21,50-54 years,Fema,Not stated,Degree = Yes,0,18,18
NSW,21,50-54 years,Fema,Yes Indigenous,Degree = No,0,10,10
NSW,21,50-54 years,Fema,Yes Indigenous,Degree = Yes,0,12,12
NSW,21,50-54 years,Male,Non-Indigenous,Degree = No,190,4305,4495
NSW,21,50-54 years,Male,Non-Indigenous,Degree = Yes,239,6559,6798
NSW,21,50-54 years,Male,Not stated,Degree = No,0,19,19
NSW,21,50-54 years,Male,Not stated,Degree = Yes,0,9,9
NSW,21,50-54 years,Male,Yes Indigenous,Degree = No,0,10,10
NSW,21,50-54 years,Male,Yes Indigenous,Degree = Yes,0,4,4
NSW,21,55-59 years,Fema,Non-Indigenous,Degree = No,175,3972,4147
NSW,21,55-59 years,Fema,Non-Indigenous,Degree = Yes,172,4404,4576
NSW,21,55-59 years,Fema,Not stated,Degree = No,0,7,7
NSW,21,55-59 years,Fema,Not stated,Degree = Yes,0,4,4
NSW,21,55-59 years,Fema,Yes Indigenous,Degree = No,0,5,5
NSW,21,55-59 years,Fema,Yes Indigenous,Degree = Yes,0,8,8
NSW,21,55-59 years,Male,Non-Indigenous,Degree = No,147,3734,3881
NSW,21,55-59 years,Male,Non-Indigenous,Degree = Yes,224,5347,5571
NSW,21,55-59 years,Male,Not stated,Degree = No,0,10,10
NSW,21,55-59 years,Male,Not stated,Degree = Yes,0,10,10
NSW,21,55-59 years,Male,Yes Indigenous,Degree = No,0,11,11
NSW,21,55-59 years,Male,Yes Indigenous,Degree = Yes,0,5,5
NSW,21,60-64 years,Fema,Non-Indigenous,Degree = No,133,2802,2935
NSW,21,60-64 years,Fema,Non-Indigenous,Degree = Yes,87,2650,2737
NSW,21,60-64 years,Fema,Not stated,Degree = No,0,3,3
NSW,21,60-64 years,Fema,Not stated,Degree = Yes,0,6,6
NSW,21,60-64 years,Fema,Yes Indigenous,Degree = Yes,0,4,4
NSW,21,60-64 years,Male,Non-Indigenous,Degree = No,158,2656,2814
NSW,21,60-64 years,Male,Non-Indigenous,Degree = Yes,198,3533,3731
NSW,21,60-64 years,Male,Not stated,Degree = Yes,0,11,11
NSW,22,25-29 years,Fema,Non-Indigenous,Degree = No,80,2558,2638
NSW,22,25-29 years,Fema,Non-Indigenous,Degree = Yes,85,3080,3165
NSW,22,25-29 years,Fema,Not stated,Degree = No,0,8,8
NSW,22,25-29 years,Fema,Not stated,Degree = Yes,0,3,3
NSW,22,25-29 years,Fema,Yes Indigenous,Degree = No,0,18,18
NSW,22,25-29 years,Fema,Yes Indigenous,Degree = Yes,0,10,10
NSW,22,25-29 years,Male,Non-Indigenous,Degree = No,113,3442,3555
NSW,22,25-29 years,Male,Non-Indigenous,Degree = Yes,73,2103,2176
NSW,22,25-29 years,Male,Not stated,Degree = No,5,12,17
NSW,22,25-29 years,Male,Not stated,Degree = Yes,0,6,6
NSW,22,25-29 years,Male,Yes Indigenous,Degree = No,0,24,24
NSW,22,25-29 years,Male,Yes Indigenous,Degree = Yes,0,7,7
NSW,22,30-34 years,Fema,Non-Indigenous,Degree = No,83,2695,2778
NSW,22,30-34 years,Fema,Non-Indigenous,Degree = Yes,92,3900,3992
NSW,22,30-34 years,Fema,Not stated,Degree = No,0,7,7
NSW,22,30-34 years,Fema,Not stated,Degree = Yes,0,6,6
NSW,22,30-34 years,Fema,Yes Indigenous,Degree = No,0,13,13
NSW,22,30-34 years,Fema,Yes Indigenous,Degree = Yes,0,9,9
NSW,22,30-34 years,Male,Non-Indigenous,Degree = No,104,3820,3924
NSW,22,30-34 years,Male,Non-Indigenous,Degree = Yes,52,2837,2889
